gust_idx,amp_idx,seed,disturb_amp,gust_std,pass,cause_code,rms_post_deg,peak_post_deg,false_sat,late_detection,conf_collapse,authority_exhaust,shield_dominated
2,4,4,2.5,0.2,1,0,2.368314839778,7.91745854933656,0,0,0,0,0
2,4,5,2.5,0.2,1,0,3.21637193658292,8.40648246169035,0,0,0,0,0
2,4,6,2.5,0.2,1,0,3.49294437437794,7.91928777850603,0,0,0,0,0
2,4,7,2.5,0.2,1,0,3.55263380564207,7.19765843558573,0,0,0,0,0
2,4,8,2.5,0.2,1,0,3.66536485809736,8.46030161091709,0,0,0,0,0
2,4,9,2.5,0.2,1,0,2.600108574568,7.15229123222687,1,0,0,0,0
2,4,10,2.5,0.2,1,0,3.90708316682191,8.38698851408486,0,0,0,0,0
2,5,1,3,0.2,1,0,7.18480465321573,12.9898810260044,0,0,0,0,0
2,5,2,3,0.2,1,0,2.25873804325778,6.1230230993944,0,0,0,0,0
2,5,3,3,0.2,1,0,2.97280856203083,10.368353778728,0,0,0,0,0
2,5,4,3,0.2,1,0,2.44812639931512,5.21671278910645,0,0,0,0,0
2,5,5,3,0.2,1,0,3.02085742198701,6.31810114109014,0,0,1,0,0
2,5,6,3,0.2,1,0,3.515423239371,7.86756330583185,0,0,0,0,0
2,5,7,3,0.2,1,0,3.69842238638812,7.32134121700135,0,0,0,0,0
2,5,8,3,0.2,1,0,4.27445239647193,12.7706684871267,0,0,0,0,0
2,5,9,3,0.2,1,0,3.03395863032947,8.84975590855134,0,0,0,0,0
2,5,10,3,0.2,1,0,4.35143448480463,9.07283540302901,0,0,0,0,0
2,6,1,3.5,0.2,1,0,7.42386765050551,13.537103768863,0,0,0,0,0
2,6,2,3.5,0.2,1,0,2.53173980323067,5.33288597813992,0,0,0,0,0
2,6,3,3.5,0.2,1,0,2.43902905654425,6.01444589687413,1,0,0,0,0
2,6,4,3.5,0.2,1,0,3.20109488648023,10.2590920190385,0,0,0,0,0
2,6,5,3.5,0.2,1,0,5.56818190111883,18.1314897609181,0,0,0,0,0
2,6,6,3.5,0.2,1,0,3.66026212297196,7.86132783759738,0,0,0,0,0
